,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
280,1,0,0,0,0,0,0,0,0,10,0,0,0,15,0,Arizona,0,12,12,1,0,155.844,No
281,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colorado,48,9,9,1,0,116.883,Yes
282,1,0,0,5,1,0,0,0,0,21,0,0,0,0,0,Australia,84,3,11,1,0,108.693,Yes
283,5,0,0,101,79,0,113,0,0,2,0,0,0,2,0,United Kingdom,43,1,15,5,0,680.511,No
284,4,0,1,8,0,0,0,0,0,0,7,0,0,0,12,Alaska,11,0,8,5,0,470.08,Yes
285,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,Argentina,6,0,15,4,0,547.508,No
286,4,0,0,6,14,0,0,1,0,0,0,0,0,0,0,Ohio,350,12,12,4,0,290.992,No
287,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,California,8,5,6,1,0,77.922,Yes
288,1,4,0,20,67,0,1,0,0,3,21,0,0,0,46,Canada,234,8,8,2,0,229.489,No
289,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,28,6,6,4,0,311.688,Yes
290,4,0,0,28,251,0,22,0,0,1,0,1,0,8,30,Norway,132,12,14,4,0,575.614,No
291,1,0,0,8,0,0,0,0,0,10,0,0,0,12,3,Georgia,200,12,5,1,0,64.935,No
292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,124,12,3,1,0,38.961,No
293,4,2,0,31,16,1,0,0,3,10,0,0,0,0,6,Australia,343,11,1,4,0,51.948,No
294,9,0,0,63,415,0,1,1,0,0,17,3,1,0,0,Canada,293,10,16,9,0,986.96,No
295,1,0,0,25,6,0,0,0,0,0,0,0,0,0,6,New Zealand,16,5,5,1,0,64.935,Yes
296,54,0,0,234,126,3,0,0,11,13,0,0,0,67,128,Argentina,339,12,18,54,0,6455.852,No
297,13,12,0,78,158,8,71,0,0,0,7,0,0,0,12,Canada,315,10,19,13,0,2632.643,No
298,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,New York,288,9,1,1,0,12.987,Yes
299,1,0,0,6,4,0,0,0,0,4,0,0,0,27,1,Texas,8,9,10,1,0,129.87,Yes
300,1,0,0,89,0,0,0,0,0,3,0,0,0,0,49,Oregon,0,0,15,1,0,183.222,Yes
301,1,0,0,7,0,0,0,0,0,2,0,0,0,0,9,Florida,48,7,6,1,0,77.922,Yes
302,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Australia,196,11,5,1,0,64.935,No
303,1,0,0,2,0,0,0,0,0,7,0,0,0,0,0,Australia,63,2,4,1,0,38.337,Yes
304,9,0,1,7,0,3,0,1,0,0,3,1,0,0,0,California,51,12,12,12,0,1695.226,No
305,4,1,0,27,9,0,1,0,0,0,0,1,0,0,0,Austria,344,12,0,4,0,0.0,No
307,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Austria,176,6,1,1,0,12.987,Yes
308,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,Louisiana,45,8,11,1,0,119.028,Yes
309,5,0,0,88,8,0,16,1,0,0,0,0,0,0,149,Australia,225,9,3,5,0,194.805,Yes
311,3,2,0,49,57,0,0,1,0,0,0,0,0,0,0,Brazil,15,10,12,3,0,440.7,Yes
312,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,Philippines,31,3,9,4,0,318.825,Yes
314,10,0,0,78,17,0,21,0,0,0,0,11,2,0,0,Arizona,223,10,12,10,0,535.717,No
315,19,18,0,137,1431,1,15,0,0,3,0,0,1,533,98,Florida,15,12,11,33,0,4714.281,No
316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,337,11,2,1,0,12.974,No
317,8,0,0,5,25,15,0,0,2,0,0,0,0,0,0,Turkey,352,12,11,8,0,710.32,No
318,8,5,0,3,13,1,0,0,0,79,0,0,0,30,2,Norway,52,2,16,10,0,1268.137,No
320,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Arizona,13,8,8,2,0,207.792,Yes
321,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,Connecticut,262,9,1,1,0,12.987,Yes
322,12,1,0,4,0,9,0,1,0,0,0,0,0,0,0,Belgium,215,10,6,13,0,839.969,No
323,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,California,188,9,4,1,0,51.948,Yes
324,1,0,0,58,122,0,0,1,0,0,0,0,0,0,2,New Zealand,16,12,11,1,0,142.857,No
325,1,0,0,5,10,1,0,0,0,3,10,0,0,0,70,United Kingdom,29,1,7,1,0,77.922,Yes
326,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Brazil,166,6,1,1,0,12.987,Yes
327,2,0,0,23,13,0,0,0,0,35,0,1,1,0,27,South Africa,49,8,11,2,0,159.653,Yes
328,20,2,0,52,297,0,28,0,3,0,0,0,0,0,144,California,0,0,13,20,0,3116.789,No
329,4,0,0,5,0,0,0,0,0,4,8,2,1,0,20,Maryland,1,0,12,4,0,563.732,No
330,1,0,0,34,64,0,0,0,0,0,0,0,0,40,58,District of Columbia,147,5,11,1,0,454.61,Yes
331,2,0,0,381,1,0,0,0,0,0,0,0,0,0,0,Illinois,209,9,3,2,0,77.922,Yes
332,2,0,0,3,0,0,0,0,0,69,2,0,0,39,9,Hawaii,22,11,11,2,0,142.857,No
333,2,3,0,18,22,0,0,0,0,0,1,0,0,0,0,District of Columbia,1,12,9,2,0,196.144,Yes
334,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,California,17,12,11,6,0,857.142,No
335,32,5,0,248,0,0,0,0,0,0,0,0,0,0,177,Hungary,353,12,17,32,0,2887.157,No
336,11,0,0,209,30,1,358,0,1,10,8,0,1,0,31,Malta,61,8,14,14,0,1838.421,No
337,8,1,0,191,19,0,113,0,0,7,0,0,1,125,138,Latvia,329,11,10,8,0,1212.471,No
338,2,0,0,3,2,0,0,0,0,3,0,0,0,0,0,Georgia,226,12,4,2,0,103.896,No
339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,District of Columbia,6,12,12,2,0,401.323,No
340,1,0,0,10,1,0,0,0,0,15,0,0,0,0,1,Canada,28,11,11,1,0,142.857,No
341,5,0,0,45,40,0,89,1,0,0,0,0,0,8,0,California,230,10,14,5,0,408.031,No
342,2,0,0,3,4,2,10,0,0,0,0,0,0,0,0,Florida,225,12,4,3,0,155.844,No
343,1,0,0,4,28,0,0,0,0,23,0,0,0,0,4,Michigan,50,11,9,1,0,116.883,No
344,10,0,0,208,19,0,0,0,2,3,0,8,0,39,0,Canada,56,2,17,11,0,1472.926,No
345,21,0,0,197,560,0,0,0,0,5,0,0,0,0,0,California,251,9,20,21,0,1628.64,Yes
349,28,9,0,25,171,0,195,0,17,0,94,9,0,0,0,Bosnia & Herzegovina,298,10,26,35,0,3597.334,No
350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Illinois,0,3,4,1,0,51.948,Yes
351,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Oregon,0,12,11,1,0,142.857,No
352,1,0,0,14,15,0,0,1,0,136,0,0,0,94,0,Colorado,39,6,11,1,0,113.23,No
353,4,0,0,6,212,0,0,0,0,0,4,0,0,0,0,California,243,12,8,5,0,406.38,No
354,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,Guatemala,0,0,6,1,0,64.935,Yes
355,6,0,0,41,42,1,91,1,0,1,12,5,0,4,105,District of Columbia,254,9,13,5,0,481.156,No
356,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,Australia,46,8,9,7,0,726.895,Yes
357,6,0,0,49,61,0,332,1,0,5,0,2,0,20,76,Germany,168,12,10,7,0,727.311,No
358,10,0,0,364,12,1,1,0,0,2,10,0,0,3,58,Indonesia,31,12,20,10,0,1552.746,No
359,1,0,0,11,21,0,0,0,0,0,0,0,0,0,0,Czechia,5,12,11,1,0,142.857,No
360,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,Russia,0,3,4,2,0,103.896,Yes
361,2,5,0,6,0,0,0,1,0,0,6,1,0,0,11,India,44,11,9,7,0,818.181,No
362,32,0,0,340,18,1,51,0,0,0,0,1,0,0,829,France,263,12,3,32,0,1246.752,No
363,7,0,0,47,0,1,0,1,0,1,0,0,0,0,4,Indonesia,24,12,11,7,0,999.999,No
364,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Switzerland,1,11,11,1,0,142.857,No
365,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines,61,2,5,3,0,218.01,Yes
366,3,1,0,17,1,0,0,0,0,49,0,0,0,0,42,Germany,0,0,12,4,0,564.525,No
367,2,0,0,3,11,0,0,0,0,0,2,0,1,0,0,Florida,30,11,7,2,0,136.383,No
368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,30,6,8,2,0,181.818,Yes
369,9,1,0,190,1,0,0,0,0,0,0,0,0,0,0,Australia,30,12,14,10,0,1416.753,No
370,15,9,1,5,0,0,0,0,0,0,1,1,0,0,2,California,247,9,18,19,0,1862.627,No
371,10,1,1,55,30,2,19,1,0,0,0,1,0,0,90,Arizona,30,12,10,14,0,1818.18,No
372,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,Canada,77,5,4,2,0,64.896,Yes
373,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,Brazil,7,4,5,1,0,64.935,Yes
374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Missouri,0,12,11,1,0,142.857,No
375,2,5,0,23,4,1,0,1,0,5,2,1,0,0,19,Australia,87,11,8,2,0,207.792,No
376,5,0,0,173,18,0,209,0,0,0,0,2,0,9,270,Croatia,124,4,12,5,0,923.78,No
377,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,Israel,60,2,2,1,0,25.974,Yes
378,8,2,0,577,43,0,106,1,1,0,0,0,0,0,28,Austria,250,11,3,8,0,311.688,No
379,2,0,0,41,15,0,0,0,0,0,6,0,0,0,0,Hungary,51,3,5,2,0,103.883,Yes
380,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,New York,67,2,10,2,0,233.753,No
381,5,0,0,46,48,10,0,1,0,181,8,0,0,0,0,California,201,6,14,5,0,1013.012,Yes
382,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,8,0,10,1,0,1011.491,Yes
383,10,2,0,19,65,1,0,0,0,1,0,0,0,0,22,Alabama,27,0,13,14,0,1700.556,No
384,1,0,0,23,7,0,8,0,0,0,0,0,0,0,7,Canada,16,11,11,1,0,142.857,No
385,10,0,0,44,130,0,5,1,0,0,0,0,0,0,16,Austria,46,1,17,10,0,672.867,Yes
386,1,0,0,10,112,1,0,0,0,17,0,0,1,0,3,Colorado,161,11,12,1,0,127.153,No
387,1,0,0,12,63,0,3,0,0,0,0,0,0,0,18,United Kingdom,75,11,8,1,0,103.896,No
388,1,0,0,3,2,0,0,0,0,0,0,0,0,0,4,Czechia,216,7,11,9,0,944.489,No
389,19,8,0,43,12,2,35,1,0,1,0,3,0,6,16,Arizona,333,11,12,19,0,1349.933,No
390,22,4,0,43,7,0,18,0,0,0,7,30,0,0,112,Arkansas,214,7,21,22,0,2101.567,No
392,4,1,0,32,169,0,24,1,0,0,0,0,0,0,30,Andorra,255,8,1,4,0,51.948,Yes
393,7,1,0,40,66,0,0,1,0,2,7,1,0,0,81,Brazil,98,7,12,7,0,1072.5,No
394,3,0,0,18,0,0,0,0,0,0,3,0,0,0,0,Arizona,21,4,5,3,0,194.805,Yes
395,10,0,0,17,23,0,69,0,0,0,0,0,0,0,0,Colorado,245,11,13,10,0,768.456,No
396,6,0,0,29,13,0,1,0,1,5,0,2,0,0,157,Spain,33,11,12,6,0,845.39,No
397,1,0,0,13,0,0,0,0,0,23,0,0,0,2,0,Alabama,26,12,10,1,0,129.87,No
398,1,0,0,2,4,0,0,0,0,21,0,0,0,24,0,California,0,9,10,1,0,129.87,Yes
399,1,0,0,1,3,1,0,0,0,1,0,0,0,0,11,New Jersey,13,3,4,1,0,51.948,Yes
400,4,3,0,0,0,0,90,0,0,0,0,0,0,0,0,United Kingdom,8,11,11,4,0,571.428,No
401,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,California,307,11,7,1,0,84.409,Yes
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,1,10,11,1,0,142.857,No
403,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,Illinois,0,0,12,3,0,428.558,No
404,1,0,0,7,1,0,0,0,0,29,0,0,3,0,0,California,0,11,6,1,0,61.035,Yes
405,1,0,0,15,15,1,0,0,0,0,0,0,0,0,6,United Kingdom,1,11,11,1,0,142.857,No
406,17,1,0,17,11,0,0,1,0,0,0,0,0,33,9,Australia,149,8,12,17,0,2060.461,No
407,3,0,1,88,42,1,114,1,0,2,0,0,0,35,22,Canada,226,11,4,4,0,155.844,No
408,1,0,0,61,14,0,0,1,0,0,0,0,0,0,34,United Kingdom,5,11,11,1,0,142.857,No
409,8,3,0,13,4,2,831,1,0,0,12,1,0,6,0,Iowa,302,10,12,8,0,1310.634,No
410,1,1,0,23,0,0,0,1,0,0,0,1,0,0,2,Singapore,99,3,1,1,0,12.974,Yes
411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechia,72,11,9,1,0,116.883,No
412,1,0,0,12,1,0,0,0,0,34,0,0,0,1,27,Louisiana,52,10,10,1,0,125.97,No
413,1,41,0,13,12,0,0,0,0,0,11,0,0,0,0,Canada,50,1,5,41,0,1538.589,Yes
414,2,0,0,4,0,0,0,0,0,0,0,0,0,0,15,Arizona,58,11,9,2,0,233.766,No
415,3,4,0,96,10,0,7,0,0,0,0,0,0,0,12,California,304,10,17,3,0,718.068,No
416,3,0,0,2,165,0,0,0,0,0,0,0,0,0,0,South Africa,61,11,12,3,0,381.654,No
417,2,0,0,3,0,0,0,0,0,0,7,0,0,0,0,Texas,2,7,8,2,0,207.792,Yes
418,6,0,0,28,0,0,0,1,0,0,0,0,1,0,1,Australia,232,10,3,6,0,233.766,No
419,1,0,0,3,4,0,0,0,0,17,0,0,0,0,0,California,232,11,3,1,0,38.961,No
420,6,0,0,12,33,0,0,1,1,0,0,0,0,0,0,California,81,11,11,6,0,680.303,No
421,18,3,0,31,224,3,138,0,120,41,55,4,0,0,103,Arkansas,47,2,13,34,0,4028.544,No
422,1,0,0,7,2,1,0,0,0,7,0,0,0,0,0,France,4,11,11,1,0,142.857,No
423,7,1,0,44,15,1,0,1,0,0,0,0,0,0,20,Serbia,85,7,9,7,0,563.459,No
424,41,1,1,132,109,6,0,0,3,22,0,3,0,10,227,Belgium,330,11,16,42,0,1043.796,No
425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Delaware,147,5,1,4,0,51.948,Yes
426,1,0,0,83,36,0,2,0,0,3,0,0,0,0,0,Canada,83,12,8,1,0,103.896,No
427,1,0,0,22,46,0,0,0,0,2,0,0,0,0,0,California,228,11,3,1,0,38.961,No
428,5,0,0,29,22,0,0,1,0,4,0,0,1,85,2,Illinois,6,5,10,5,0,509.522,Yes
430,1,0,0,18,8,0,0,1,0,5,0,0,0,1,0,Belarus,5,7,8,2,0,311.688,Yes
431,4,2,0,2,24,1,3,1,16,3,0,0,7,0,5,Poland,213,7,7,4,0,291.122,No
432,1,0,0,20,9,0,0,0,0,7,0,0,1,0,13,United Kingdom,5,11,11,1,0,142.857,No
433,12,0,0,17,1,1,0,0,0,0,0,1,0,0,0,Netherlands,2,0,16,12,0,537.719,Yes
434,5,73,0,51,105,1,0,0,1,0,0,0,0,0,0,Canada,181,7,8,74,0,6154.07,Yes
435,7,0,0,197,11,0,697,0,0,0,0,0,0,96,184,Ireland,17,0,14,7,0,964.99,No
436,13,0,0,36,251,0,293,0,1,1,0,0,0,0,0,Arizona,315,10,17,13,0,850.59,No
437,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,Florida,0,9,10,2,0,259.74,Yes
438,1,0,0,84,0,0,1,0,0,0,0,0,0,0,3,Luxembourg,179,7,2,1,0,25.974,Yes
439,6,0,0,20,93,3,0,0,1,10,0,0,0,0,0,California,40,1,13,6,0,725.634,No
440,2,0,0,21,0,0,0,1,0,0,0,0,0,10,0,Missouri,9,5,6,2,0,155.844,Yes
441,15,0,0,18,51,0,0,0,0,0,0,0,0,0,0,Egypt,181,7,9,15,0,1079.195,No
442,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Florida,11,0,4,4,0,160.992,Yes
443,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Illinois,0,5,6,1,0,77.922,Yes
444,3,0,0,4,10,0,0,0,0,7,0,0,0,0,0,Florida,67,4,6,3,0,133.848,Yes
445,6,0,0,53,0,0,0,0,5,0,2,1,0,0,0,United Kingdom,7,11,11,8,0,1142.856,No
446,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,France,0,0,5,1,0,38.948,Yes
447,15,0,0,26,5,1,58,1,18,27,21,2,0,77,52,Portugal,9,8,12,15,0,2178.865,No
448,11,1,0,2,0,1,0,0,0,0,2,0,0,0,0,Illinois,8,0,8,11,0,1088.399,Yes
449,12,2,1,24,21,2,0,1,9,29,4,2,0,0,29,Florida,294,11,15,14,0,1973.153,No
450,10,0,0,17,15,0,0,0,0,0,0,0,0,0,0,California,30,1,10,10,0,834.171,Yes
452,3,4,0,5,0,0,0,0,0,0,3,0,0,0,3,Georgia,181,6,3,4,0,87.607,Yes
453,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,Australia,16,1,8,3,0,175.253,Yes
454,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,Mexico,0,5,6,1,0,77.922,Yes
455,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,26,1,3,2,0,41.639,Yes
456,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Portugal,0,7,8,1,0,103.896,Yes
457,1,0,0,6,12,0,0,0,0,0,0,0,0,0,0,California,6,0,4,1,0,35.061,Yes
458,1,1,0,7,0,0,0,1,0,42,0,0,0,5,16,Minnesota,347,11,10,1,0,259.74,No
459,5,5,0,3,54,0,77,0,0,0,0,3,0,0,0,Canada,126,11,11,5,0,1321.827,No
460,15,1,0,32,51,0,37,1,29,0,0,3,0,0,36,California,201,7,13,16,0,1852.838,No
461,1,0,0,26,61,0,0,1,0,83,0,0,0,0,17,Brazil,111,11,7,1,0,90.909,No
462,3,0,0,154,2,0,189,0,0,223,0,0,0,140,82,Germany,5,11,11,3,0,428.571,No
463,1,0,0,8,12,0,0,0,0,28,0,0,0,1,2,Maryland,82,11,6,1,0,77.922,No
464,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,Philippines,98,3,4,2,0,94.458,Yes
465,49,4,0,32,14,2,422,0,1,0,4,4,0,0,0,Canada,45,11,9,50,0,5844.15,No
466,1,0,0,5,2,1,0,0,0,1,0,0,0,0,1,United Kingdom,72,11,8,1,0,103.896,No
467,1,0,0,26,11,0,0,1,0,0,0,0,0,0,7,Belgium,149,7,6,1,0,66.222,Yes
468,4,2,0,0,0,0,9,0,0,0,0,0,0,33,0,Iowa,94,11,8,4,0,311.688,No
469,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,Kentucky,22,6,6,4,0,311.688,Yes
470,10,0,0,34,0,0,0,0,0,362,0,1,0,84,1,India,73,5,3,11,0,428.571,Yes
471,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,Colorado,164,11,5,1,0,64.935,No
472,2,0,0,4,18,0,0,0,0,0,0,0,0,0,0,South Africa,135,5,1,2,0,25.974,Yes
473,8,0,0,49,30,0,0,1,0,10,0,0,0,0,30,Denmark,36,2,2,8,0,207.792,Yes
474,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,California,0,11,11,1,0,142.857,No
475,5,0,0,18,11,1,0,0,0,0,0,0,1,0,4,Canada,148,5,9,5,0,487.877,No
476,4,0,0,15,6,1,0,1,0,0,2,0,0,0,6,Malaysia,211,11,5,5,0,305.175,No
477,2,0,0,15,5,0,0,0,0,0,0,0,0,0,14,Australia,61,11,13,2,0,266.643,No
478,6,1,0,6,0,0,0,1,0,0,0,0,0,0,0,Australia,8,9,10,6,0,779.22,No
479,1,0,0,14,0,0,0,0,0,0,0,0,0,0,2,United Kingdom,182,6,4,1,0,77.909,Yes
480,1,0,0,33,0,0,13,0,0,115,0,0,0,15,0,New York,69,2,12,1,0,134.147,No
481,1,0,0,11,46,1,0,0,0,0,0,0,0,0,0,Canada,64,11,8,1,0,103.896,No
482,2,0,0,0,3,0,0,1,0,24,2,0,0,0,7,South Africa,130,10,6,2,0,155.844,No
483,4,0,0,1,0,1,0,0,0,0,0,0,0,0,5,Philippines,149,5,6,4,0,215.553,Yes
484,5,1,0,107,5,0,0,0,0,0,0,0,0,0,0,Australia,294,11,2,5,0,61.542,No
485,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Alabama,13,11,10,1,5,259.22,No
486,1,0,0,0,11,0,0,0,0,17,0,0,0,3,0,California,11,6,6,1,0,77.922,Yes
487,15,14,0,45,156,0,29,0,41,43,30,0,0,0,11,Indiana,129,4,18,15,1,1738.126,No
488,1,1,0,8,0,0,0,0,0,32,0,0,0,0,0,Arizona,141,11,6,1,0,77.922,No
489,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,7,11,10,4,0,519.48,No
490,1,0,0,14,12,1,0,1,0,0,0,0,0,0,2,Australia,26,4,4,1,0,51.948,Yes
491,5,1,0,7,2,3,0,0,0,3,10,2,0,2,0,Nepal,0,0,1,5,0,77.948,Yes
492,8,3,0,84,46,0,0,0,0,140,0,0,0,525,67,France,216,7,9,8,0,630.214,No
493,7,5,0,40,149,0,0,0,0,0,5,3,0,0,2,Argentina,257,11,11,10,0,647.153,Yes
494,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,1,0,12,2,0,389.597,No
495,2,0,0,3,10,0,0,0,0,0,0,1,0,0,13,Romania,280,11,1,2,0,25.974,No
496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,California,0,11,10,1,0,129.87,No
497,3,0,0,8,0,0,0,0,0,0,5,0,0,0,9,Arkansas,143,5,6,3,0,132.353,Yes
498,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Maine,184,11,4,1,0,51.948,No
499,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,California,112,4,11,5,0,531.635,No
500,16,0,0,37,91,3,0,1,0,1,6,0,0,0,28,Austria,291,11,20,17,0,1731.561,No
501,23,5,0,48,188,1,246,0,0,0,0,1,0,0,12,Arizona,223,8,19,26,0,3085.927,No
502,1,0,0,15,9,0,5,1,0,20,0,0,0,10,7,Arizona,248,11,2,1,0,25.974,No
503,4,0,0,74,42,0,58,0,0,12,0,0,0,0,0,Arizona,11,1,12,4,0,419.692,No
505,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Canada,0,11,10,1,0,129.87,No
506,1,0,0,4,0,0,0,0,0,2,0,0,0,11,0,Netherlands,5,7,7,1,0,90.909,Yes
507,3,0,0,1,1,0,0,0,0,0,3,0,0,0,0,Egypt,4,4,4,3,0,155.844,Yes
508,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,New York,63,9,10,2,0,259.74,Yes
509,5,2,0,46,8,1,0,0,2,0,26,1,1,0,20,Alaska,199,7,15,6,0,628.329,No
510,1,5,0,8,19,0,0,0,0,0,0,0,0,0,0,Australia,79,3,10,1,0,673.036,Yes
511,1,0,0,42,0,0,0,0,0,0,0,0,0,6,0,Ireland,0,11,10,1,0,129.87,No
512,2,0,0,2,0,1,0,0,0,3,15,0,0,3,0,Alabama,0,11,7,2,0,158.418,No
513,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,Ireland,273,11,11,1,0,95.602,No
514,3,3,1,62,0,1,0,0,0,0,3,0,0,0,0,Florida,0,0,13,6,0,659.802,No
516,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,France,24,1,13,9,0,1122.394,No
517,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,Australia,21,2,5,1,0,936.884,Yes
518,2,2,0,54,9,0,0,1,0,23,0,1,0,4,0,Malaysia,199,9,7,2,0,177.736,No
519,6,0,3,12,4,0,0,0,0,0,0,0,0,0,31,Connecticut,133,11,6,12,0,935.064,No
520,18,7,0,180,34,0,258,0,4,21,0,6,1,699,130,Alabama,305,10,19,18,0,2419.651,No
521,1,0,0,95,55,1,0,1,2,2,2,0,0,1,58,Italy,29,6,6,1,0,623.376,Yes
522,43,5,0,65,186,0,714,0,0,0,0,1,0,1,2,Spain,275,10,18,43,0,3930.94,No
524,5,0,0,101,0,0,0,0,0,1,0,0,0,1,3,Germany,310,11,2,5,0,37.336,No
525,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,California,74,3,7,1,0,49.79,Yes
526,2,4,0,4,6,0,0,0,0,0,0,0,0,0,0,Idaho,0,11,10,3,0,1428.57,No
527,16,3,0,11,221,17,0,0,0,3,8,0,0,0,2,Argentina,243,10,22,17,0,1561.872,No
528,2,1,0,10,0,0,0,1,0,0,0,0,0,10,0,Switzerland,193,8,3,1,1,46.722,Yes
529,7,0,0,53,21,1,37,0,0,0,0,1,0,0,79,United Kingdom,49,10,11,7,0,908.726,No
530,9,1,0,59,15,0,0,0,0,3,14,2,0,0,46,Colombia,103,5,12,10,0,1015.417,No
531,35,0,1,10,4,13,94,0,0,0,0,0,0,0,0,California,305,10,11,37,0,1049.451,No
532,12,1,0,5,26,0,0,0,1,7,5,2,1,0,13,Brazil,156,5,12,12,0,526.942,No
533,1,0,0,3,0,0,0,0,0,6,0,0,0,0,1,Washington,156,10,5,1,0,64.935,No
534,3,1,0,20,0,0,0,0,0,0,0,0,0,0,4,Saudi Arabia,236,7,2,2,5,38.311,Yes
535,3,0,0,57,113,0,35,0,0,5,0,0,0,0,0,Maryland,192,10,4,3,0,155.844,No
536,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,Australia,4,0,7,1,0,77.922,Yes
537,1,0,0,4,8,0,0,0,0,0,0,0,0,0,1,Florida,173,10,5,1,0,64.935,No
538,8,1,0,47,21,0,20,1,0,15,10,2,0,0,4,California,211,6,13,9,0,1073.852,No
539,1,0,0,8,29,0,0,0,0,73,0,0,0,6,17,Texas,0,10,10,1,0,129.87,No
540,1,1,0,9,0,0,0,0,0,0,0,0,0,0,1,India,0,3,4,1,0,103.896,Yes
541,2,0,0,7,0,0,0,0,0,0,0,0,0,0,19,New York,0,0,9,2,0,207.779,Yes
542,1,0,0,1,0,0,0,1,0,6,0,0,0,2,0,Florida,16,0,4,1,0,35.854,Yes
543,1,0,0,1,9,0,0,0,0,4,0,0,0,0,0,United Kingdom,0,3,4,1,0,51.948,Yes
544,11,3,0,28,31,0,107,1,0,0,22,0,0,1,4,Argentina,253,8,15,11,0,970.216,No
545,5,0,0,73,107,0,352,1,0,0,5,0,0,7,22,Canada,282,10,11,5,0,536.51,No
546,1,0,0,36,1,0,0,0,0,54,0,0,0,0,4,California,14,10,10,1,0,105.079,Yes
548,5,0,0,53,11,0,0,1,0,2,8,4,0,2,9,Germany,55,5,10,6,0,716.729,No
549,2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,California,69,6,7,2,0,181.844,Yes
550,70,16,0,38,74,4,703,0,0,0,2,2,0,1561,0,Belgium,308,10,23,72,0,7198.776,No
551,13,1,2,1,18,0,0,0,0,0,0,0,0,0,1,District of Columbia,6,7,13,15,0,1455.935,No
